Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2021 Toyota Vellfire Executive Lounge,Toyota Vellfire,https://www.cardekho.com/used-car-details/used-Toyota-vellfire-executive-lounge-cars-New-Delhi_a64326af-fcfe-4943-8273-85aa974a89b8.htm?adId=189&adType=41,85.0,"Vikas Puri, New Delhi",New Delhi,Aug 2021,Comprehensive,Petrol,7,44000,Bilaspur(HP),First Owner,2494,Automatic,115.32,N/A,N/A,2021
2019 BMW 5 Series 520d Luxury Line,BMW 5,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_1c2ffa49-f06f-486e-b47b-606c8386b549.htm,34.99,"Chittranjan Park, New Delhi",New Delhi,Oct 2019,Expired,Diesel,5,35500,New Delhi,First Owner,1995,Automatic,187.74,RWD,N/A,2019
2023 Mahindra XUV700 MX 5Str,Mahindra XUV700,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-mx-5str-cars-New-Delhi_5054d7d4-f5dc-431e-b167-80dba97a57bd.htm,14.0,"Preet Vihar, New Delhi",New Delhi,Dec 2023,Comprehensive,Petrol,5,20000,New Delhi,First Owner,1999,Manual,197.0,FWD,15.0,2023
2020 Renault KWID Climber 1.0 MT Opt,Renault KWID,https://www.cardekho.com/used-car-details/used-Renault-kwid-climber-10-mt-opt-cars-New-Delhi_b88c0257-98b6-4d1a-b264-a84735ff256a.htm,4.25,"Ip Extension, New Delhi",New Delhi,Jul 2020,Comprehensive,Petrol,5,35000,Noida,First Owner,999,Manual,67.0,N/A,21.74,2020
2018 Land Rover Discovery Sport Petrol HSE 7S,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-petrol-hse-7s-cars-New-Delhi_5c40ec6c-74cc-4c57-a275-61695b2a0f64.htm?adId=220&adType=41,29.75,"Naraina, New Delhi",New Delhi,Jul 2018,Comprehensive,Petrol,7,53000,New Delhi,Second Owner,1997,Automatic,237.36,4WD,N/A,2018
2022 Land Rover Defender 110 HSE 2020-2022,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-defender-110-hse-2020-2022-cars-New-Delhi_b0006380-aa89-4bb1-8c32-0ec920a64664.htm,108.0,"Janakpuri, New Delhi",New Delhi,Jun 2022,Comprehensive,Petrol,7,30000,New Delhi,First Owner,1997,Automatic,296.3,AWD,N/A,2022
2019 Maruti Baleno 1.2 CVT Zeta,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-cvt-zeta-cars-New-Delhi_10a8cce4-d20d-4937-9ff3-01b4814e5582.htm,6.25,"Ip Extension, New Delhi",New Delhi,Mar 2019,Comprehensive,Petrol,5,50000,Noida,First Owner,1197,Automatic,83.1,N/A,21.4,2019
2014 Honda City i VTEC CVT SV,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-sv-cars-New-Delhi_79bfdb44-c126-4ca5-87da-dfd84889c2d4.htm,4.31,"Chittranjan Park, New Delhi",New Delhi,Jun 2014,Expired,Petrol,5,75000,New Delhi,First Owner,1497,Automatic,117.3,N/A,18.0,2014
2017 Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz C-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-progressive-c-220d-cars-New-Delhi_03eaf837-596f-41e2-9a99-f0860bd15089.htm?adId=193&adType=41,20.5,"Vikas Puri, New Delhi",New Delhi,Oct 2017,Comprehensive,Diesel,5,57000,Durg,Second Owner,1950,Automatic,194.0,RWD,N/A,2017
2024 Porsche Macan Standard,Porsche Macan,https://www.cardekho.com/used-car-details/used-Porsche-macan-standard-cars-New-Delhi_e621d503-90ab-447b-a591-94185995a6fc.htm,79.75,"Patparganj, New Delhi",New Delhi,Aug 2024,Expired,Petrol,5,19526,Lucknow,First Owner,1984,Automatic,261.49,AWD,N/A,2024
2022 Honda Amaze 2nd Gen VX CVT BSVI,Honda Amaze,https://www.cardekho.com/used-car-details/used-Honda-amaze-2nd-gen-vx-cvt-bsvi-cars-New-Delhi_265b01d7-85e6-4d02-bf2a-a969d029dbfc.htm,7.75,"Rajouri Garden, New Delhi",New Delhi,Aug 2022,Expired,Petrol,5,13000,New Delhi,First Owner,1199,Automatic,88.5,N/A,18.3,2022
2019 Jeep Compass 1.4 Limited Plus BSIV,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-New-Delhi_309c4e61-1ee8-4f1e-b74b-7b0834c55984.htm,11.25,"Ashok Vihar, New Delhi",New Delhi,Aug 2019,Comprehensive,Petrol,5,75020,New Delhi,Second Owner,1368,Automatic,160.77,4X2,16.0,2019
2018 Mercedes-Benz C-Class C 220 CDI Sport Edition,Mercedes-Benz C-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-220-cdi-sport-edition-cars-New-Delhi_b39a9cb4-fc34-43a8-8319-af5f9b87af28.htm?adId=737&adType=41,25.0,"Ramesh Nagar, New Delhi",New Delhi,Nov 2018,Comprehensive,Diesel,5,42000,bahadurgarh,First Owner,2143,Automatic,167.62,RWD,N/A,2018
2017 Maruti Baleno 1.3 Zeta,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-13-zeta-cars-New-Delhi_4d4d1741-f4b1-4d0d-9627-f0c2a1747262.htm,4.4,"Saket, New Delhi",New Delhi,May 2017,Expired,Diesel,5,45000,New Delhi,First Owner,1248,Manual,74.0,N/A,27.39,2017
2020 Land Rover Range Rover Sport 2.0 Petrol SE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-sport-20-petrol-se-cars-New-Delhi_8df33178-3728-4b5d-97ea-f1b0d7a13e33.htm,81.75,"Patparganj, New Delhi",New Delhi,Dec 2020,Expired,Petrol,5,39526,Bilaspur,First Owner,1997,Automatic,296.36,4WD,N/A,2020
2023 MG Hector Sharp Pro CVT,MG Hector,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-pro-cvt-cars-New-Delhi_4513a6dc-524e-4e00-a2d9-46005d6cbe5b.htm,18.49,"Prashant Vihar, New Delhi",New Delhi,May 2023,Comprehensive,Petrol,5,7100,Dehradun,First Owner,1451,Automatic,141.04,FWD,12.34,2023
2016 Mercedes-Benz S-Class S400,Mercedes-Benz S-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s400-cars-New-Delhi_e0077156-f914-458d-95ce-6715a218eea7.htm?adId=192&adType=41,48.0,"Vikas Puri, New Delhi",New Delhi,Feb 2017,Comprehensive,Petrol,5,57000,New Delhi,First Owner,2996,Automatic,333.0,RWD,N/A,2016
2023 Mahindra Scorpio S,Mahindra Scorpio,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s-cars-New-Delhi_ebf89bd2-513f-4a57-99a7-abe383c821ef.htm,14.9,"Preet Vihar, New Delhi",New Delhi,Jul 2023,Comprehensive,Diesel,7,19000,Noida,First Owner,2184,Manual,130.0,RWD,14.44,2023
2020 Maruti Wagon R LXI,Maruti Wagon,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-lxi-cars-New-Delhi_41fa4a37-b7ff-4869-9d6c-aee80e44bb24.htm,4.35,"Preet Vihar, New Delhi",New Delhi,Jan 2020,Comprehensive,Petrol,5,44000,New Delhi,First Owner,998,Manual,67.05,N/A,21.79,2020
2024 Mahindra Thar LX 4-Str Hard Top Diesel RWD BSVI,Mahindra Thar,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4-str-hard-top-diesel-rwd-bsvi-cars-New-Delhi_49a0f54f-727e-440f-a8aa-973577bda4d7.htm,13.9,"Naraina, New Delhi",New Delhi,Jun 2024,Comprehensive,Diesel,4,6500,Noida,First Owner,1497,Manual,116.93,RWD,9.0,2024
2014 Mercedes-Benz S-Class S 500,Mercedes-Benz S-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-500-cars-New-Delhi_b8a246d5-4822-4e11-9f73-a4f0a9186af3.htm?adId=302&adType=41,35.5,"Naraina, New Delhi",New Delhi,Jul 2014,Comprehensive,Petrol,5,70000,New Delhi,First Owner,5461,Automatic,362.9,N/A,7.81,2014
2017 Maruti Ciaz 1.3 Zeta,Maruti Ciaz,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-13-zeta-cars-New-Delhi_233b2ff2-f931-4104-86ec-5f732fb0c41b.htm,6.25,"Chittranjan Park, New Delhi",New Delhi,Aug 2017,Comprehensive,Diesel,5,43000,New Delhi,First Owner,1248,Manual,88.5,N/A,28.09,2017
2017 Hyundai Creta 1.4 E Plus,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-14-e-plus-cars-New-Delhi_c9d66837-3d18-49f6-9941-795902bb94e6.htm,7.15,"Shakti Nagar, New Delhi",New Delhi,Oct 2017,Comprehensive,Diesel,5,75000,New Delhi,First Owner,1396,Manual,88.7,FWD,22.1,2017
2022 MG Hector Sharp Diesel MT,MG Hector,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-diesel-mt-cars-New-Delhi_154f45b1-ba59-4d79-803f-d8a5b6e046f8.htm,14.4,"Saraswati Vihar, New Delhi",New Delhi,Jun 2022,Comprehensive,Diesel,5,42000,Sonipat,First Owner,1956,Manual,167.68,FWD,13.0,2022
2017 Jeep Grand Cherokee Summit 4X4,Jeep Grand,https://www.cardekho.com/used-car-details/used-Jeep-grand-cherokee-summit-4x4-cars-New-Delhi_6c21b687-7f3d-48ec-9012-18359d9966fb.htm?adId=315&adType=41,34.9,"Naraina, New Delhi",New Delhi,Jul 2017,Expired,Diesel,5,53000,Simdega,First Owner,2998,Automatic,239.6,4WD,N/A,2017
2015 Honda City i VTEC CVT VX,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-vx-cars-New-Delhi_f6dd2a53-2226-4438-bf38-0c77a2d8150e.htm,5.99,"Chittranjan Park, New Delhi",New Delhi,Apr 2015,Comprehensive,Petrol,5,38000,New Delhi,First Owner,1497,Automatic,117.3,N/A,18.0,2015
2022 Kia Sonet HTK Plus Turbo iMT BSVI,Kia Sonet,https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-plus-turbo-imt-bsvi-cars-New-Delhi_2f3a522e-af8e-45ba-9887-8e158eb1f665.htm,9.6,"Bengali Market, New Delhi",New Delhi,Dec 2022,Third Party,Petrol,5,14000,Noida,First Owner,998,Manual,118.36,FWD,18.2,2022
2017 Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e250-edition-e-cars-New-Delhi_c7969bd0-8a84-4e50-ab58-eaf8e19960ff.htm,18.25,"Aya Nagar, New Delhi",New Delhi,Sept 2017,Expired,Diesel,5,50000,New Delhi,Second Owner,2143,Automatic,204.0,RWD,N/A,2017
2020 Land Rover Discovery Sport TD4 HSE 7S,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-td4-hse-7s-cars-New-Delhi_7cfc54e0-9c0e-456d-8d72-e33fe8eee7f7.htm?adId=304&adType=41,29.75,"Naraina, New Delhi",New Delhi,Jul 2020,Expired,Diesel,7,83000,Palampur,First Owner,1999,Automatic,148.31,4WD,N/A,2020
2019 Land Rover Range Rover Evoque 2.0 TD4 SE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-evoque-20-td4-se-cars-New-Delhi_8d4ee8f1-ecab-48e7-a424-48a4e0e0bcfa.htm,31.9,"Shakti Nagar, New Delhi",New Delhi,Jul 2019,Comprehensive,Diesel,5,33000,Gurgaon,First Owner,1999,Automatic,177.0,4WD,N/A,2019
2017 Maruti Swift Dzire AMT VDI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-amt-vdi-cars-New-Delhi_1e1cb170-72c2-429f-acc5-49424814f526.htm,4.7,"Sector 6 - Rohini, New Delhi",New Delhi,Jun 2017,Comprehensive,Diesel,5,70000,New Delhi,First Owner,1248,Automatic,74.02,N/A,28.4,2017
2017 Honda Amaze S Option CVT i-VTEC,Honda Amaze,https://www.cardekho.com/used-car-details/used-Honda-amaze-s-option-cvt-i-vtec-cars-New-Delhi_dc41685d-56e0-4a99-b889-7b5d21c48bd7.htm,4.25,"Chittranjan Park, New Delhi",New Delhi,Dec 2017,Expired,Petrol,5,77000,New Delhi,First Owner,1199,Automatic,88.7,N/A,18.1,2017
2018 Land Rover Discovery Sport TD4 SE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-td4-se-cars-New-Delhi_dc310160-0252-461f-8c47-5708c8a67323.htm?adId=314&adType=41,28.5,"Naraina, New Delhi",New Delhi,Jul 2018,Expired,Diesel,7,38000,Gurgaon,First Owner,1999,Automatic,148.31,4WD,N/A,2018
2018 Jeep Compass 2.0 Limited,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-cars-New-Delhi_4089b54c-5562-4cf6-8c0e-eb3078d45d79.htm,13.5,"Aya Nagar, New Delhi",New Delhi,Aug 2018,Expired,Diesel,5,28000,New Delhi,First Owner,1956,Manual,170.0,4X2,17.1,2018
2021 Porsche Macan S BSVI,Porsche Macan,https://www.cardekho.com/used-car-details/used-Porsche-macan-s-bsvi-cars-New-Delhi_8f49ff53-762e-4d63-8d40-76daa1c82ce0.htm,57.45,"Shakti Nagar, New Delhi",New Delhi,May 2021,Comprehensive,Petrol,5,47000,New Delhi,First Owner,2894,Automatic,375.48,AWD,N/A,2021
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford Ecosport,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-petrol-titanium-plus-at-bsiv-cars-New-Delhi_e94d8ee9-1467-47bb-aef1-04a8f0649a27.htm,6.75,"Bengali Market, New Delhi",New Delhi,Jul 2018,Comprehensive,Petrol,5,40000,New Delhi,First Owner,1497,Automatic,121.36,FWD,14.8,2018
2019 Mercedes-Benz GLA Class 200 Sport,Mercedes-Benz GLA,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-class-200-sport-cars-New-Delhi_3f804371-3aa5-4d12-b765-159160ec4bba.htm?adId=140&adType=41,24.85,"Naraina, New Delhi",New Delhi,Jul 2019,Expired,Petrol,5,50000,Chandigarh,Second Owner,1991,Automatic,183.0,2WD,N/A,2019
2021 Mercedes-Benz C-Class Progressive C 200,Mercedes-Benz C-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-progressive-c-200-cars-New-Delhi_9d940a5e-1d63-464a-80c1-3dfbb04c0d79.htm,36.0,"Naraina, New Delhi",New Delhi,Mar 2021,Comprehensive,Petrol,5,36000,Ambala,Second Owner,1950,Automatic,201.15,RWD,N/A,2021
2021 Maruti Ignis Zeta AMT BSVI,Maruti Ignis,https://www.cardekho.com/used-car-details/used-Maruti-ignis-zeta-amt-bsvi-cars-New-Delhi_7198d8ae-6785-4997-93a6-81c57682a6b1.htm,6.22,"Jangpura, New Delhi",New Delhi,Aug 2021,Third Party,Petrol,5,27000,New Delhi,First Owner,1197,Automatic,81.8,N/A,20.89,2021
2011 Toyota Etios G,Toyota Etios,https://www.cardekho.com/used-car-details/used-Toyota-etios-g-cars-New-Delhi_eedeef42-315e-488f-b2d9-6b1ce1697e68.htm,1.95,"Pehlad Pur, New Delhi",New Delhi,Feb 2011,Comprehensive,Petrol,5,76200,New Delhi,Second Owner,1496,Manual,88.73,N/A,17.6,2011
2019 BMW X4 M Sport X xDrive20d,BMW X4,https://www.cardekho.com/used-car-details/used-Bmw-x4-m-sport-x-xdrive20d-cars-New-Delhi_9e6d9366-e6f5-41f2-8207-212dc74ad346.htm?adId=336&adType=41,36.5,"Naraina, New Delhi",New Delhi,Jul 2019,Comprehensive,Diesel,5,85000,Gurgaon,Second Owner,1995,Automatic,187.74,4WD,N/A,2019
2016 Maruti Swift Dzire LXI Optional-O,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-lxi-optional-o-cars-New-Delhi_7ea3170b-b420-4ab1-8f3f-bebcac2f0389.htm,3.95,"Shakti Nagar, New Delhi",New Delhi,Sept 2016,Comprehensive,Petrol,5,72000,New Delhi,First Owner,1197,Manual,83.14,N/A,20.85,2016
2018 Honda Jazz 1.2 SV i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-sv-i-vtec-cars-New-Delhi_7e5ad11e-688e-40b2-a2a1-68a25b5bce35.htm,5.25,"Vigyan Vihar, New Delhi",New Delhi,May 2018,Comprehensive,Petrol,5,52000,Noida,First Owner,1199,Manual,88.7,N/A,18.7,2018
2017 Tata Hexa XMA,Tata Hexa,https://www.cardekho.com/used-car-details/used-Tata-hexa-xma-cars-New-Delhi_4cf14bc5-488a-4339-8a62-070fa61c75cd.htm,5.65,"Ashok Vihar, New Delhi",New Delhi,Aug 2017,Comprehensive,Diesel,7,100000,Gurgaon,First Owner,2179,Automatic,153.86,N/A,N/A,2017
2021 BMW X5 xDrive 40i M Sport,BMW X5,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-40i-m-sport-cars-New-Delhi_9a1bc34b-72bc-4245-a53a-cdf8011b24ef.htm?adId=186&adType=41,68.5,"Vikas Puri, New Delhi",New Delhi,Jun 2021,Expired,Petrol,5,60000,Gurgaon,First Owner,2998,Automatic,335.26,AWD,N/A,2021
2022 Kia Sonet HTX Turbo DCT BSVI,Kia Sonet,https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-dct-bsvi-cars-New-Delhi_73efb796-8c97-47fa-ab1f-d5ae835fbff1.htm,10.5,"Laxmi Nagar, New Delhi",New Delhi,Apr 2022,Comprehensive,Petrol,5,34000,New Delhi,First Owner,998,Automatic,118.36,FWD,18.2,2022
2017 Honda City i VTEC V,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-New-Delhi_9d3f7ab7-ecdf-4a88-9c3b-7df8f104de90.htm,6.75,"Bengali Market, New Delhi",New Delhi,Jun 2017,Expired,Petrol,5,62000,Ghaziabad,First Owner,1497,Manual,117.3,N/A,17.8,2017
2022 Mahindra Thar LX Convert Top Diesel AT,Mahindra Thar,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-convert-top-diesel-at-cars-New-Delhi_1a488c99-9b7b-478f-ae8e-a1f194502e3f.htm,14.25,"Ashok Vihar, New Delhi",New Delhi,Jan 2022,Comprehensive,Diesel,4,56000,New Delhi,First Owner,2184,Automatic,130.07,4WD,9.0,2022
2017 Jaguar XE 2.0L Diesel Prestige,Jaguar XE,https://www.cardekho.com/used-car-details/used-Jaguar-xe-20l-diesel-prestige-cars-New-Delhi_e99fc854-8e6a-4010-95b4-c97a3a1a6501.htm?adId=897&adType=41,17.5,"Naraina, New Delhi",New Delhi,Jul 2017,Expired,Diesel,5,72000,Bilaspur,First Owner,1999,Automatic,177.0,RWD,N/A,2017
2018 Mahindra XUV500 W9 AT BSIV,Mahindra XUV500,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w9-at-bsiv-cars-New-Delhi_25205c56-6090-4ff6-b620-73aeaa16c4d4.htm,8.75,"Old Seemapuri, New Delhi",New Delhi,Nov 2018,Comprehensive,Diesel,7,100000,Noida,First Owner,2179,Automatic,152.87,FWD,15.1,2018
2018 Honda Jazz 1.2 S i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-s-i-vtec-cars-New-Delhi_d3ba9c8b-fa46-4250-857a-79bc2dede01e.htm,5.0,"Dwarka Sector-6, New Delhi",New Delhi,Mar 2018,Comprehensive,Petrol,5,49000,New Delhi,First Owner,1199,Manual,88.7,N/A,18.7,2018
2023 Hyundai Creta SX IVT,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-ivt-cars-New-Delhi_9fe7df73-4ee3-4b8d-abba-5c3bb4464b36.htm,16.24,"Palam Village, New Delhi",New Delhi,Mar 2023,Comprehensive,Petrol,5,12000,Noida,First Owner,1497,Automatic,113.18,2WD,14.0,2023
2021 BMW X5 xDrive 40i M Sport,BMW X5,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-40i-m-sport-cars-New-Delhi_edc24f16-9747-4bc2-8d3c-e361902b2c27.htm?adId=134&adType=41,59.5,"Naraina, New Delhi",New Delhi,Jul 2021,Expired,Petrol,5,77000,Noida,First Owner,2998,Automatic,335.26,AWD,N/A,2021
2021 BMW X1 sDrive20i xLine,BMW X1,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20i-xline-cars-New-Delhi_c6ba108c-279f-4578-b150-24d7b12ce67c.htm,33.75,"Patparganj, New Delhi",New Delhi,Jul 2021,Expired,Petrol,5,27523,Noida,Second Owner,1998,Automatic,189.08,N/A,14.82,2021
2021 BMW 5 Series 520d Luxury Line,BMW 5,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_fed9b34f-1986-4b4f-b01b-4f05490eda0a.htm,46.75,"Patparganj, New Delhi",New Delhi,Mar 2021,Expired,Diesel,5,44123,Chandigarh,First Owner,1995,Automatic,187.74,RWD,N/A,2021
2019 Mahindra Marazzo M6,Mahindra Marazzo,https://www.cardekho.com/used-car-details/used-Mahindra-marazzo-m6-cars-New-Delhi_16ac5c2b-21ae-4b99-baad-53b5a49e4240.htm,6.99,"Chittranjan Park, New Delhi",New Delhi,Jun 2019,Comprehensive,Diesel,7,35000,New Delhi,Second Owner,1497,Manual,121.0,N/A,N/A,2019
2017 Bentley Flying Spur V8,Bentley Flying,https://www.cardekho.com/used-car-details/used-Bentley-flying-spur-v8-cars-New-Delhi_3f6193e7-2fbe-4a0d-874d-2f46830d7895.htm?adId=273&adType=41,185.0,"Tilak Nagar East, New Delhi",New Delhi,May 2017,Comprehensive,Petrol,4,21000,New Delhi,First Owner,3993,Automatic,500.0,AWD,N/A,2017
2023 Hyundai Creta SX IVT,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-ivt-cars-New-Delhi_f479bc95-254a-4ad9-bde6-ab85fd0c285d.htm,16.9,"Vikas Puri, New Delhi",New Delhi,Sept 2023,Third Party,Petrol,5,16000,HR98,First Owner,1497,Automatic,113.18,2WD,14.0,2023
2017 Hyundai Grand i10 Magna,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-magna-cars-New-Delhi_83e6c7a1-ab92-4147-80fc-b027621615f3.htm,4.25,"Ip Extension, New Delhi",New Delhi,Nov 2017,Comprehensive,Petrol,5,39000,New Delhi,First Owner,1197,Manual,82.0,N/A,18.9,2017
2022 BMW X3 2022-2025 xDrive30i SportX Plus,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-2022-2025-xdrive30i-sportx-plus-cars-New-Delhi_79f83b04-cf58-4de0-8829-507b33267e20.htm,53.0,"Naraina, New Delhi",New Delhi,Mar 2022,Zero Dep,Petrol,5,40000,Chandigarh,First Owner,1998,Automatic,248.08,4WD,13.17,2022
2019 Audi Q7 45 TFSI Premium Plus,Audi Q7,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tfsi-premium-plus-cars-New-Delhi_020b3bb5-8f0c-4b16-aee2-4dac042f53d9.htm?adId=195&adType=41,41.5,"Naraina, New Delhi",New Delhi,Jul 2019,Expired,Petrol,7,90000,Gurgaon,First Owner,2967,Automatic,248.0,AWD,13.55,2019
2023 Tata Nexon FearlessPR S DT DCA,Tata Nexon,https://www.cardekho.com/used-car-details/used-Tata-nexon-fearlesspr-s-dt-dca-cars-New-Delhi_81e59b08-907b-4896-9d42-b17ddc873333.htm,13.75,"Paschim Vihar, New Delhi",New Delhi,Jan 2024,Comprehensive,Petrol,5,13000,New Delhi,First Owner,1199,Automatic,118.27,FWD,17.01,2023
2016 Volkswagen Polo 1.2 MPI Highline,Volkswagen Polo,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-highline-cars-New-Delhi_cc5754ce-55b1-4c29-8dda-58a02ed8a4df.htm,4.1,"Preet Vihar, New Delhi",New Delhi,Feb 2016,Comprehensive,Petrol,5,60000,New Delhi,First Owner,1199,Manual,74.0,N/A,16.2,2016
2018 BMW 5 Series 520d Sport Line,BMW 5,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-sport-line-cars-New-Delhi_8e9375c3-f1e3-4b32-867d-d53e586bdd26.htm,33.9,"Chattarpur, New Delhi",New Delhi,Jun 2018,Comprehensive,Diesel,5,39000,Dehradun,First Owner,1995,Automatic,187.74,RWD,N/A,2018
2016 Jaguar XJ 2.0L Portfolio,Jaguar XJ,https://www.cardekho.com/used-car-details/used-Jaguar-xj-20l-portfolio-cars-New-Delhi_3a44c2bd-7ec8-4516-ac80-34387be09c99.htm?adId=190&adType=41,37.0,"Vikas Puri, New Delhi",New Delhi,Jan 2017,Comprehensive,Petrol,5,31000,New Delhi,Second Owner,1999,Automatic,237.4,AWD,N/A,2016
2018 Ford Ecosport 1.5 Petrol Titanium BSIV,Ford Ecosport,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-petrol-titanium-bsiv-cars-New-Delhi_e0f9f65e-a679-4bb7-ad3b-836c529f97a2.htm,6.4,"Preet Vihar, New Delhi",New Delhi,Jun 2018,Comprehensive,Petrol,5,65000,New Delhi,First Owner,1497,Manual,121.31,FWD,17.0,2018
2022 Tata Nexon XZ Plus HS,Tata Nexon,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-xz-plus-hs-cars-New-Delhi_7fa5e990-b1a2-4abd-890e-13f6f1848e63.htm,7.97,"Rohini Courts, New Delhi",New Delhi,Aug 2022,Expired,Petrol,5,44837,Faridabad,First Owner,1199,Manual,118.36,N/A,17.57,2022
2023 BMW X3 2022-2025 xDrive30i SportX Plus,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-2022-2025-xdrive30i-sportx-plus-cars-Gurgaon_0a4c236b-cbc9-40e8-ac09-ecd7d65a5f8b.htm?adId=1330&adType=1,46.0,"Sector 21e, Gurgaon",Gurgaon,Apr 2023,Zero Dep,Petrol,5,38247,Ahmedabad,First Owner,1998,Automatic,248.08,4WD,13.17,2023
2020 BMW X3 xDrive 30i Luxury Line,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive-30i-luxury-line-cars-Gurgaon_a0fc87c7-db1f-4bff-a73c-e27ee8f367f3.htm?adId=338&adType=41,44.0,"Sector 21e, Gurgaon",Gurgaon,Dec 2020,Expired,Petrol,5,39500,HR98,First Owner,1998,Automatic,248.08,AWD,N/A,2020
2022 BMW X3 2022-2025 xDrive30i M Sport,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-2022-2025-xdrive30i-m-sport-cars-Gurgaon_c03a4c99-ba00-480b-b158-71527419254e.htm,56.0,"Sector 21e, Gurgaon",Gurgaon,Aug 2022,Zero Dep,Petrol,5,46710,Chandigarh,First Owner,1998,Automatic,248.08,4WD,13.17,2022
