Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2017 Mercedes-Benz E-Class E 350d,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e-350d-cars-Chennai_29de31a7-d8c1-4312-ae20-8f693209f8fd.htm,N/A,"Kottivakkam, Chennai",Chennai,Feb 2017,Comprehensive,Diesel,5,98000,Chennai,First Owner,2987,Automatic,254.8,RWD,N/A,2017
2021 Kia Seltos HTX IVT,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-cars-Chennai_9711c8c7-4422-4fef-9493-40cf89f361b1.htm,13.75,"Thygaraya Nagar, Chennai",Chennai,Apr 2021,Comprehensive,Petrol,5,28000,Chennai,First Owner,1497,Automatic,113.43,FWD,N/A,2021
2024 Hyundai Venue SX Opt Turbo DT,Hyundai Venue,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-opt-turbo-dt-cars-Chennai_04ce498d-679e-4167-86a0-e8c32b3cb02f.htm,14.5,"Thygaraya Nagar, Chennai",Chennai,Mar 2024,Comprehensive,Petrol,5,3200,Chennai,First Owner,998,Manual,118.0,FWD,17.5,2024
2015 Honda City i VTEC CVT SV,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-sv-cars-Chennai_54d11865-a62e-431d-9271-a34b08499ba4.htm?adId=undefined&adType=41,6.15,Chennai,Chennai,2015,Expired,Petrol,5,90000,Chengalpattu,First Owner,1497,Automatic,117.3,N/A,18.0,2015
2021 Mercedes-Benz E-Class Exclusive E 220d BSVI,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-220d-bsvi-cars-Chennai_8727901a-21b8-4048-9466-a6cd7d10e020.htm,52.0,"Kottivakkam, Chennai",Chennai,Mar 2021,Comprehensive,Diesel,5,54000,Chennai,First Owner,1950,Automatic,191.76,RWD,N/A,2021
2020 Mercedes-Benz AMG C 63 Coupe,Mercedes-Benz AMG,https://www.cardekho.com/used-car-details/used-Mercedes-benz-amg-c-63-coupe-cars-Chennai_38386e54-929c-4733-b728-3b819d4de87d.htm,35.0,"Kottivakkam, Chennai",Chennai,Aug 2020,Comprehensive,Petrol,5,53000,Chennai,First Owner,3982,Automatic,469.35,N/A,N/A,2020
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,Volkswagen Taigun,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-tsi-topline-at-bsvi-cars-Chennai_25ef9e39-99e1-47be-a1a5-14c75ba53dc2.htm,15.5,"Thygaraya Nagar, Chennai",Chennai,Jun 2022,Expired,Petrol,5,13000,Chennai,First Owner,999,Automatic,113.98,N/A,18.41,2022
N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017 Honda City i VTEC CVT VX,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-vx-cars-Chennai_93eb7702-ecd7-469c-b003-75ef485b8a9f.htm?adId=undefined&adType=41,8.0,Chennai,Chennai,2017,Expired,Petrol,5,70000,Chennai,Second Owner,1497,Automatic,117.3,N/A,18.0,2017
2021 Maruti Alto 800 VXI BSVI,Maruti Alto,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-bsvi-cars-Chennai_3b7c8cbc-8930-4635-8a4c-353151938faa.htm,3.58,"Vadapalani, Chennai",Chennai,Aug 2021,Comprehensive,Petrol,5,15829,Chennai,First Owner,796,Manual,47.33,N/A,22.05,2021
2020 Maruti S-Presso VXI Plus AT 2019-2022,Maruti S-Presso,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-plus-at-2019-2022-cars-Chennai_6860dc64-96dc-499b-9d0c-abac0b3e588b.htm,3.98,"Ganapathipuram, Chennai",Chennai,Nov 2020,Expired,Petrol,5,12384,red hills,Second Owner,998,Automatic,67.05,N/A,21.7,2020
2017 Maruti Celerio VXI,Maruti Celerio,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-cars-Chennai_368826c2-502b-4866-b9e9-31d9e69a7a88.htm,3.78,"Vadapalani, Chennai",Chennai,Feb 2018,Third Party,Petrol,5,42898,Chennai,First Owner,998,Manual,65.71,N/A,25.24,2017
2021 Jeep Compass Model S DCT BSVI,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-model-s-dct-bsvi-cars-Chennai_6931696c-f39f-4f42-b8c7-904b7e895dd5.htm?adId=undefined&adType=41,19.0,Chennai,Chennai,2021,Expired,Petrol,5,70000,Chennai,First Owner,1368,Automatic,160.77,4x2,14.1,2021
2016 Hyundai Xcent 1.2 Kappa S,Hyundai Xcent,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-12-kappa-s-cars-Chennai_005f3d44-fbc1-4366-a9b5-01a47a9865bc.htm,4.19,"Vadapalani, Chennai",Chennai,Aug 2016,Comprehensive,Petrol,5,48677,Chennai,First Owner,1197,Manual,82.0,N/A,19.1,2016
2020 Renault Triber RXT,Renault Triber,https://www.cardekho.com/buy-used-car-details/used-Renault-triber-rxt-cars-Chennai_024f08ab-aef4-4506-b1cd-2bcb8b77d9b8.htm,5.33,"Ganapathipuram, Chennai",Chennai,Jul 2020,Comprehensive,Petrol,7,64004,Chennai,First Owner,999,Manual,71.01,N/A,20.0,2020
2017 Honda Jazz 1.2 V AT i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-v-at-i-vtec-cars-Chennai_a73da328-e657-4833-9242-501b46606eeb.htm,5.99,"Thygaraya Nagar, Chennai",Chennai,Mar 2017,Expired,Petrol,5,37000,Chennai,First Owner,1199,Automatic,88.7,N/A,19.0,2017
2023 Hyundai Verna SX IVT,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-sx-ivt-cars-Chennai_4ee227dd-4e07-4a75-aa1c-67f6592baefc.htm?adId=undefined&adType=41,14.1,Chennai,Chennai,2023,Expired,Petrol,5,20000,Chennai,First Owner,1497,Automatic,113.18,N/A,19.6,2023
2019 Honda City i-VTEC CVT V,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-v-cars-Chennai_cd69f5f8-83bf-4c05-8495-36f4e07f4bda.htm,8.95,"Anna Nagar, Chennai",Chennai,Jun 2019,Comprehensive,Petrol,5,39000,Chennai,First Owner,1497,Automatic,117.6,N/A,18.0,2019
2022 Hyundai Verna S Plus,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-s-plus-cars-Chennai_3da8e366-a3bc-439f-9ffe-fdd388ea6f2d.htm,9.99,"Thygaraya Nagar, Chennai",Chennai,Nov 2022,Comprehensive,Petrol,5,11000,Chennai,First Owner,1497,Manual,113.18,N/A,17.7,2022
2016 Hyundai Grand i10 Asta Option AT,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-asta-option-at-cars-Chennai_da6777d9-e3c6-4870-aa66-0c8f2f986602.htm,4.47,"Vadapalani, Chennai",Chennai,Aug 2016,Comprehensive,Petrol,5,33014,Chennai,Second Owner,1197,Automatic,82.0,N/A,18.9,2016
2023 Tata Tiago EV XZ Plus Tech LUX LR ACFC,Tata Tiago,https://www.cardekho.com/used-car-details/used-Tata-tiago-ev-xz-plus-tech-lux-lr-acfc-cars-Chennai_a8ffec60-ddf2-4a4e-9b7f-1d0c8b834e82.htm?adId=undefined&adType=41,9.65,Chennai,Chennai,2023,Expired,Electric,5,20000,Chengalpattu,First Owner,N/A,Automatic,73.75,N/A,N/A,2023
2023 Nissan Magnite XV Premium,Nissan Magnite,https://www.cardekho.com/buy-used-car-details/used-Nissan-magnite-xv-premium-cars-Chennai_72fb106d-3c9e-4599-aa2a-d5a536f35641.htm,7.46,"Ganapathipuram, Chennai",Chennai,May 2023,Expired,Petrol,5,10433,Coimbatore,First Owner,999,Manual,71.01,FWD,19.35,2023
2022 Renault KWID 1.0 RXT BSVI,Renault KWID,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-10-rxt-bsvi-cars-Chennai_503cd8ce-c74d-4ddf-92f4-16e898cbe05b.htm,4.14,"Thiruverkadu, Chennai",Chennai,Feb 2022,Third Party,Petrol,5,12564,Chennai,First Owner,999,Manual,67.06,N/A,21.46,2022
2014 Hyundai Xcent 1.2 Kappa S,Hyundai Xcent,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-12-kappa-s-cars-Chennai_a2fca248-c037-4593-ace6-4529f0c4766b.htm,3.66,"Vadapalani, Chennai",Chennai,Sept 2014,Expired,Petrol,5,22017,Chennai,First Owner,1197,Manual,82.0,N/A,19.1,2014
2012 Hyundai Verna 1.6 SX CRDi (O),Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-sx-crdi-o-cars-Chennai_ecdccedb-0071-4bd9-a98f-5c3002c83f6b.htm?adId=undefined&adType=41,4.25,Chennai,Chennai,2012,Expired,Diesel,5,80000,Chennai,Second Owner,1582,Manual,126.32,N/A,22.32,2012
2012 Hyundai i20 1.4 CRDi Magna,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-14-crdi-magna-cars-Chennai_aa2091e0-e7e8-4166-bf22-4447d9fdf46e.htm,3.65,"Chromepet, Chennai",Chennai,May 2012,Comprehensive,Diesel,5,76259,Chennai,First Owner,1396,Manual,N/A,N/A,21.9,2012
2017 Honda Jazz 1.2 VX i VTEC,Honda Jazz,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-12-vx-i-vtec-cars-Chennai_b1e05f84-a564-4cf0-949c-bb947856a644.htm,4.84,"Thiruverkadu, Chennai",Chennai,Feb 2017,Comprehensive,Petrol,5,40551,Chennai,Second Owner,1199,Manual,88.7,N/A,18.7,2017
2015 Maruti Ertiga ZXI,Maruti Ertiga,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-cars-Chennai_8b7ca753-c57c-495c-8452-200214c93905.htm,6.5,"Chromepet, Chennai",Chennai,Jun 2015,Comprehensive,Petrol,7,66953,Chennai,First Owner,1373,Manual,93.7,N/A,16.02,2015
2016 Tata Tiago 1.2 Revotron XE,Tata Tiago,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xe-cars-Chennai_481babbc-d611-40cc-9ac7-0ee6c135ba04.htm?adId=undefined&adType=41,3.5,Chennai,Chennai,2016,Expired,Petrol,5,60000,Chennai,Second Owner,1199,Manual,84.0,N/A,23.84,2016
2022 Maruti Swift Dzire ZXI AT BSVI,Maruti Swift,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-zxi-at-bsvi-cars-Chennai_eb370028-2cf1-41bf-af45-12e3898a045d.htm,7.33,"Vadapalani, Chennai",Chennai,Oct 2022,Comprehensive,Petrol,5,27222,Chennai,First Owner,1197,Automatic,88.5,N/A,22.61,2022
2022 Tata Punch Accomplished AMT BSVI,Tata Punch,https://www.cardekho.com/used-car-details/used-Tata-punch-accomplished-amt-bsvi-cars-Chennai_963ade4a-cd44-4056-a5ec-11111769c1d0.htm,7.5,"Medavakkam, Chennai",Chennai,Jul 2022,Comprehensive,Petrol,5,31000,Chennai,First Owner,1199,Automatic,86.63,N/A,18.8,2022
2015 Honda Amaze VX i-Vtech,Honda Amaze,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtech-cars-Chennai_668a3f64-e70f-4b31-b60d-ebb6659bf181.htm,4.51,"Vadapalani, Chennai",Chennai,Jan 2016,Expired,Petrol,5,39907,Chennai,First Owner,1198,Manual,86.7,N/A,18.0,2015
2020 Kia Seltos Anniversary Edition IVT,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-anniversary-edition-ivt-cars-Chennai_84144c2c-1373-40f9-9725-881b7d644c79.htm?adId=undefined&adType=41,16.9,Chennai,Chennai,2020,Expired,Petrol,5,50000,Chennai,First Owner,1497,Automatic,113.4,2WD,16.8,2020
2019 Maruti Ertiga VXI AT,Maruti Ertiga,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-vxi-at-cars-Chennai_a8d4f8b7-87ea-44f1-a613-3b6d25925253.htm,9.25,"Thygaraya Nagar, Chennai",Chennai,Mar 2019,Expired,Petrol,7,16400,Chennai,First Owner,1462,Automatic,103.26,N/A,17.99,2019
2017 Maruti Ignis 1.2 AMT Zeta BSIV,Maruti Ignis,https://www.cardekho.com/used-car-details/used-Maruti-ignis-12-amt-zeta-bsiv-cars-Chennai_aafb26c0-6cd0-47ad-b42a-6dca1305dfea.htm,5.1,"Medavakkam, Chennai",Chennai,Jun 2017,Comprehensive,Petrol,5,54000,Chennai,First Owner,1197,Automatic,81.8,N/A,20.89,2017
2018 Honda Jazz 1.2 V i VTEC,Honda Jazz,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-12-v-i-vtec-cars-Chennai_3363a1c0-acb2-4a5e-80a1-09a2b3de0476.htm,5.12,"Ganapathipuram, Chennai",Chennai,Apr 2018,Comprehensive,Petrol,5,79512,Chennai,First Owner,1199,Manual,88.7,N/A,18.7,2018
2023 Mahindra Scorpio N Z8L Diesel 4x4 AT,Mahindra Scorpio,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-n-z8l-diesel-4x4-at-cars-Chennai_c33f6cf6-894e-460d-ab6d-ad1f092a90eb.htm?adId=undefined&adType=41,24.9,Chennai,Chennai,2023,Expired,Diesel,7,20000,Tiruvallur,First Owner,2198,Automatic,172.45,4WD,15.42,2023
2023 Nissan Magnite XL,Nissan Magnite,https://www.cardekho.com/buy-used-car-details/used-Nissan-magnite-xl-cars-Chennai_4e3d07aa-f42f-4b89-93cc-5bf474ca2829.htm,6.33,"Ganapathipuram, Chennai",Chennai,Sept 2023,Third Party,Petrol,5,29577,red hills,First Owner,999,Manual,71.01,FWD,19.35,2023
2020 Renault KWID Climber 1.0 MT,Renault KWID,https://www.cardekho.com/used-car-details/used-Renault-kwid-climber-10-mt-cars-Chennai_d5bcf412-9847-4113-8276-97ea65f8bbe0.htm,4.35,"Anna Nagar, Chennai",Chennai,Aug 2020,Comprehensive,Petrol,5,41000,red hills,First Owner,999,Manual,67.0,N/A,23.01,2020
2017 Maruti Swift LXI Optional-O,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-lxi-optional-o-cars-Chennai_2e97dcc4-1088-4f1d-b2ff-0bcbc5fb7f3c.htm,5.45,"Chromepet, Chennai",Chennai,Mar 2017,Comprehensive,Petrol,5,35250,Chennai,First Owner,1197,Manual,83.11,N/A,20.4,2017
2022 Volkswagen Virtus Highline AT BSVI,Volkswagen Virtus,https://www.cardekho.com/used-car-details/used-Volkswagen-virtus-highline-at-bsvi-cars-Chennai_ec2a6204-fcee-4e84-9c6a-22ec7c930bcb.htm?adId=undefined&adType=41,14.25,Chennai,Chennai,2022,Expired,Petrol,5,20000,Madurai,First Owner,999,Automatic,113.98,N/A,18.12,2022
2018 Maruti Baleno 1.2 Zeta,Maruti Baleno,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-12-zeta-cars-Chennai_53d22dda-e82e-44b5-ba29-c82f492eea07.htm,5.39,"Thiruverkadu, Chennai",Chennai,Aug 2018,Comprehensive,Petrol,5,94077,Chennai,First Owner,1197,Manual,83.1,N/A,21.4,2018
2015 Honda Brio VX AT,Honda Brio,https://www.cardekho.com/buy-used-car-details/used-Honda-brio-vx-at-cars-Chennai_ddf5b444-c8b9-4086-8828-5f7578022f42.htm,3.86,"Thiruverkadu, Chennai",Chennai,Jul 2015,Comprehensive,Petrol,5,87639,Chennai,First Owner,1198,Automatic,86.8,N/A,16.5,2015
2022 Hyundai Creta SX Diesel BSVI,Hyundai Creta,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-sx-diesel-bsvi-cars-Chennai_1d69d7cd-e87f-4e55-a3ef-10beeed1bbc6.htm,15.35,"Vadapalani, Chennai",Chennai,Mar 2022,Expired,Diesel,5,62092,Poonamallee,First Owner,1493,Manual,113.45,N/A,18.0,2022
2018 Mercedes-Benz GLS 350d Grand Edition,Mercedes-Benz GLS,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gls-350d-grand-edition-cars-Chennai_bec5c220-6796-4548-8edb-b363ad49321d.htm?adId=undefined&adType=41,54.5,Chennai,Chennai,2018,Expired,Diesel,7,120000,red hills,First Owner,2987,Automatic,258.0,AWD,N/A,2018
2022 Maruti Swift VXI BSVI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-vxi-bsvi-cars-Chennai_42e50c67-c58a-4ce6-9777-4cb1b85c6f13.htm,7.75,"Medavakkam, Chennai",Chennai,Aug 2022,Comprehensive,Petrol,5,24000,Chennai,First Owner,1197,Manual,88.5,N/A,22.38,2022
2019 Hyundai Verna VTVT 1.4 E,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-vtvt-14-e-cars-Chennai_07c31478-5c7d-4bee-9b70-153a4b665222.htm,7.65,"Medavakkam, Chennai",Chennai,Jun 2019,Comprehensive,Petrol,5,69000,Poonamallee,First Owner,1368,Manual,98.6,N/A,19.1,2019
2016 Maruti Ertiga SHVS VDI,Maruti Ertiga,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-shvs-vdi-cars-Chennai_fb6b4945-998e-4431-bd72-794c5bf13ae8.htm,7.5,"Medavakkam, Chennai",Chennai,Aug 2016,Comprehensive,Diesel,7,99000,Chennai,First Owner,1248,Manual,88.5,N/A,24.52,2016
2018 Volkswagen Vento 1.5 TDI Comfortline,Volkswagen Vento,https://www.cardekho.com/used-car-details/used-Volkswagen-vento-15-tdi-comfortline-cars-Chennai_f76f8e51-ff3d-450d-891e-bfcb90c14474.htm?adId=undefined&adType=41,7.6,Chennai,Chennai,2018,Expired,Diesel,5,80000,Madurai,First Owner,1498,Manual,108.6,N/A,22.27,2018
2015 Maruti Celerio VXI,Maruti Celerio,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-cars-Chennai_59b2fb14-4e4c-4834-8daa-d390c187609e.htm,3.75,"Thygaraya Nagar, Chennai",Chennai,May 2015,Expired,Petrol,5,37400,Chennai,First Owner,998,Manual,67.04,N/A,23.1,2015
2024 Hyundai Verna SX Opt,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-sx-opt-cars-Chennai_4df27d80-2fd5-44c4-83a1-9ee40660d6c3.htm,11.75,"Ashoknagar, Chennai",Chennai,May 2024,Comprehensive,Petrol,5,22000,Chennai,First Owner,1497,Manual,113.18,N/A,18.6,2024
2016 Maruti Celerio VXI AT Optional,Maruti Celerio,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-at-optional-cars-Chennai_fc004265-33bc-4c47-b41f-8709d5f76940.htm,4.1,"Chromepet, Chennai",Chennai,Jan 2017,Comprehensive,Petrol,5,37458,Chennai,First Owner,998,Automatic,67.04,N/A,23.1,2016
2023 Mahindra Scorpio N Z8L Diesel 4x4 AT,Mahindra Scorpio,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-n-z8l-diesel-4x4-at-cars-Chennai_c33f6cf6-894e-460d-ab6d-ad1f092a90eb.htm?adId=undefined&adType=41,24.9,Chennai,Chennai,2023,Expired,Diesel,7,20000,Tiruvallur,First Owner,2198,Automatic,172.45,4WD,15.42,2023
2013 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota Innova,https://www.cardekho.com/used-car-details/used-Toyota-innova-25-g-diesel-7-seater-bs-iv-cars-Chennai_31651fa7-0c4a-489e-ab36-dd35bac1d7e7.htm,10.9,"Medavakkam, Chennai",Chennai,Apr 2013,Comprehensive,Diesel,7,99999,Chennai,First Owner,2494,Manual,100.6,N/A,N/A,2013
2022 Tata Tigor EV XZ Plus,Tata Tigor,https://www.cardekho.com/used-car-details/used-Tata-tigor-ev-xz-plus-cars-Chennai_60f0d78a-1464-4299-addb-27c5647822b4.htm,8.5,"Kottivakkam, Chennai",Chennai,Mar 2022,Comprehensive,Electric,5,35001,Chennai,First Owner,N/A,Automatic,73.75,N/A,N/A,2022
2017 Maruti Baleno 1.2 Alpha,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-alpha-cars-Chennai_8f6b2495-8b20-4fbe-bf5f-f66fb9127134.htm,6.45,"Medavakkam, Chennai",Chennai,Sept 2017,Comprehensive,Petrol,5,74000,Chennai,First Owner,1197,Manual,83.1,N/A,21.4,2017
2018 Honda Amaze VX CVT i-VTEC,Honda Amaze,https://www.cardekho.com/used-car-details/used-Honda-amaze-vx-cvt-i-vtec-cars-Chennai_cef9ede1-5241-458f-a66b-8120f02fea19.htm?adId=undefined&adType=41,5.5,Chennai,Chennai,2018,Expired,Petrol,5,70000,Chennai,First Owner,1199,Automatic,88.7,N/A,18.1,2018
2017 Hyundai Grand i10 1.2 Kappa Asta,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Chennai_c51a9b1e-4507-447a-966d-1d0eeb181205.htm,4.83,"Ganapathipuram, Chennai",Chennai,Jan 2018,Expired,Petrol,5,32068,Chennai,First Owner,1197,Manual,81.86,N/A,18.9,2017
2019 Hyundai i20 Asta Option Diesel,Hyundai i20,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-option-diesel-cars-Chennai_f284eec5-e4be-4ce6-9e62-d7fdba086192.htm,6.58,"Ganapathipuram, Chennai",Chennai,Jul 2019,Comprehensive,Diesel,5,86687,Chennai,First Owner,1396,Manual,88.76,N/A,22.54,2019
2022 Toyota Innova Crysta 2.4 ZX 7 STR,Toyota Innova,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-zx-7-str-cars-Chennai_a72bc8cd-c350-4d45-b8b2-f32e137e97d8.htm,28.5,"Ashoknagar, Chennai",Chennai,May 2022,Comprehensive,Diesel,7,31000,TB06,First Owner,2393,Manual,148.0,N/A,N/A,2022
2020 Mahindra Marazzo M6 Plus 8Str BSVI,Mahindra Marazzo,https://www.cardekho.com/used-car-details/used-Mahindra-marazzo-m6-plus-8str-bsvi-cars-Chennai_a032f44c-0286-4ed5-a63d-d15e129ca349.htm?adId=undefined&adType=41,13.0,Chennai,Chennai,2020,Expired,Diesel,8,60000,Chennai,First Owner,1497,Manual,120.96,N/A,N/A,2020
2017 Honda Jazz 1.2 V i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-v-i-vtec-cars-Chennai_4c236ebe-563c-45b7-8be6-cf16bc05d13b.htm,4.8,"Triplicane, Chennai",Chennai,May 2017,Comprehensive,Petrol,5,112000,Chennai,First Owner,1199,Manual,88.7,N/A,18.7,2017
2020 Mahindra Thar LX 4WD Convert Top AT BSVI,Mahindra Thar,https://www.cardekho.com/buy-used-car-details/used-Mahindra-thar-lx-4wd-convert-top-at-bsvi-cars-Chennai_6edfe9f3-6112-4ef4-bea3-a231f1e7f8c1.htm,11.41,"Ganapathipuram, Chennai",Chennai,Dec 2020,Expired,Petrol,4,64823,Dindigul,First Owner,1997,Automatic,150.0,4X4,15.2,2020
2014 Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford Ecosport,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-dv5-mt-titanium-optional-cars-Chennai_afc18f09-f6f9-4e51-bed1-51e7019ea17d.htm,5.95,"Medavakkam, Chennai",Chennai,Jun 2014,Comprehensive,Diesel,5,79000,Chennai,First Owner,1498,Manual,89.84,FWD,22.7,2014
2020 Honda City V CVT,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-v-cvt-cars-Chennai_41b28092-6bc8-458f-8268-6b05106fc122.htm?adId=1329&adType=41,9.5,"Chromepet, Chennai",Chennai,Dec 2020,Comprehensive,Petrol,5,52400,Chennai,First Owner,1498,Automatic,119.35,N/A,18.3,2020
2017 Maruti S Cross Zeta DDiS 200 SH,Maruti S,https://www.cardekho.com/used-car-details/used-Maruti-s-cross-zeta-ddis-200-sh-cars-Chennai_1842c6e7-a42e-4c30-9be7-745db0f725f0.htm,7.75,"Medavakkam, Chennai",Chennai,Oct 2017,Comprehensive,Diesel,5,75000,Chennai,First Owner,1248,Manual,88.5,FWD,25.1,2017
2016 Land Rover Range Rover Sport 3.0 D SE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-sport-30-d-se-cars-Chennai_baab5b77-c345-4bc4-9e80-73e63cc58b7f.htm,83.0,"Kottivakkam, Chennai",Chennai,Feb 2017,Comprehensive,Diesel,5,45000,Coimbatore,First Owner,2993,Automatic,296.0,4WD,N/A,2016
2020 Mercedes-Benz C-Class Progressive C 200,Mercedes-Benz C-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-progressive-c-200-cars-Chennai_cd5719c3-b77d-48e2-9836-bbfafbefeaad.htm,33.0,"Thygaraya Nagar, Chennai",Chennai,Jul 2020,Comprehensive,Petrol,5,41000,Chennai,First Owner,1950,Automatic,201.15,RWD,N/A,2020
2018 Hyundai Grand i10 1.2 Kappa Asta,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Chennai_69e5c0ff-fb26-4e1f-aded-422a24ecea22.htm?adId=1328&adType=41,5.25,"Chromepet, Chennai",Chennai,Mar 2019,Comprehensive,Petrol,5,32000,Cuddalore,First Owner,1197,Manual,81.86,N/A,18.9,2018
2022 Tata Punch Adventure BSVI,Tata Punch,https://www.cardekho.com/buy-used-car-details/used-Tata-punch-adventure-bsvi-cars-Chennai_1262bdc8-9c98-4286-b861-83264bc738b6.htm,5.45,"Meenambakkam, Chennai",Chennai,Jun 2022,Comprehensive,Petrol,5,32148,TN97,Second Owner,1199,Manual,86.63,N/A,20.09,2022
2016 Land Rover Range Rover Evoque HSE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-evoque-hse-cars-Chennai_96ab7626-eb45-496e-b51b-1828c4d0b210.htm,23.0,"Kottivakkam, Chennai",Chennai,Jan 2016,Comprehensive,Diesel,5,69000,Chennai,Second Owner,2179,Automatic,187.7,4WD,N/A,2016
2018 Jeep Compass 1.4 Limited Option,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-option-cars-Chennai_fa0928b4-5ec5-4d12-a067-6bc11381822f.htm,15.5,"Kottivakkam, Chennai",Chennai,Nov 2018,Comprehensive,Petrol,5,22000,Chennai,First Owner,1368,Automatic,160.0,4X2,16.0,2018
2020 Toyota Innova Crysta 2.4 GX 8 STR AT,Toyota Innova,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-gx-8-str-at-cars-Chennai_d29f87d8-e718-4236-b1dd-a47d0752a787.htm?adId=undefined&adType=41,20.0,Chennai,Chennai,2020,Expired,Diesel,8,60000,N/A,First Owner,2393,Automatic,148.0,N/A,N/A,2020
2022 Kia Seltos HTK Plus AT D,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-at-d-cars-Chennai_8517e095-517e-4e91-a2c2-c34da5b43748.htm,16.25,"Thygaraya Nagar, Chennai",Chennai,Jun 2022,Comprehensive,Diesel,5,20000,Chennai,First Owner,1493,Automatic,113.42,2WD,17.8,2022
2007 Honda Civic 1.8 (E) MT,Honda Civic,https://www.cardekho.com/used-car-details/used-Honda-civic-18-e-mt-cars-Chennai_15afd43c-8c34-4e4b-bde1-79f61afb49d3.htm,3.75,"Anna Nagar, Chennai",Chennai,Mar 2007,Comprehensive,Petrol,5,61000,Chennai,First Owner,1799,Manual,130.0,N/A,13.5,2007
